 # generated with HiggsSignals version 1.4.0 on 05.05.2015 at 16:46
 # settings: latestresults, hadr, peak, gaussian
 #
 # column abbreviations
 #   n          : line id of input
 #   Mh(i)      : Neutral Higgs boson masses in GeV
 #   Mhplus(i)  : Charged Higgs boson masses in GeV
 #   csq(mu)    : Chi^2 from the signal strengths observables
 #   csq(mh)    : Chi^2 from the Higgs mass observables
 #   csq(tot)   : total Chi^2
 #   nobs(mu)   : number of signal strength observables
 #   nobs(mh)   : number of Higgs mass observables
 #   nobs(tot)  : total number of observables
#   Pvalue     : Probability, given csq(tot) and ndf=nobs(tot)-  0
 #   additional : optional additional data stored in <prefix>additional.dat (e.g. tan beta)
 #
 #cols:  n           Mh(1)           Mh(2)           Mh(3)       Mhplus(1)         csq(mu)         csq(mh)         csq(tot) nobs(mu) nobs(mh) nobs(tot)    Pvalue   additional(1)   additional(2)
 #
             1     359.121         159.618         337.305         71.6423         249.794         0.00000         249.794        85     4    89     0.00000         0.00000        0.592460    
             2     83.8032         49.2839         220.782         357.500         234.044         0.00000         234.044        85     4    89    0.555112E-14     0.00000         0.00000    
             3     85.8826         249.094         179.329         238.330         234.044         0.00000         234.044        85     4    89    0.555112E-14     0.00000         0.00000    
             4     127.520         164.372         55.4257         322.887         246.825        0.435460         247.260        85     4    89    0.111022E-15     0.00000        0.294416E-01
             5     70.6587         359.723         130.202         6.50796         1539.53         6.86161         1546.40        85     4    89     0.00000         0.00000         0.00000    
             6     169.400         70.6569         323.343         41.3798         249.096         0.00000         249.096        85     4    89     0.00000        0.333513        0.802317    
             7     38.1288         47.7534         112.361         273.425         233.856         0.00000         233.856        85     4    89    0.588418E-14     0.00000        0.670977    
             8     137.482         89.2260         191.735         26.2198         249.191         0.00000         249.191        85     4    89     0.00000        0.678461E-01     0.00000    
             9     57.2973         277.236         120.915         345.145         1606.07        0.755038         1606.82        85     4    89     0.00000        0.419713         0.00000    
            10     269.812         185.721         161.594         234.695         249.081         0.00000         249.081        85     4    89     0.00000        0.258086        0.322748    
            11     29.5216         264.171         200.460         337.761         233.856         0.00000         233.856        85     4    89    0.588418E-14     0.00000        0.528913    
            12     282.543         48.0135         273.487         137.955         249.110         0.00000         249.110        85     4    89     0.00000         0.00000         0.00000    
            13     321.618         57.8368         108.141         58.0303         666.076        0.876792E-21     666.076        85     4    89     0.00000        0.579861        0.210765    
            14     25.3174         86.0196         215.979         50.9341         233.856         0.00000         233.856        85     4    89    0.588418E-14    0.490045        0.671123    
            15     182.003         168.197         239.773         353.488         249.032         0.00000         249.032        85     4    89     0.00000        0.257430        0.241756    
            16     172.629         170.290         331.271         213.331         249.080         0.00000         249.080        85     4    89     0.00000        0.256373        0.134367    
            17     43.1592         7.10876         334.029         136.449         233.856         0.00000         233.856        85     4    89    0.588418E-14    0.412981         0.00000    
            18     260.351         241.117         52.8639         236.306         249.071         0.00000         249.071        85     4    89     0.00000        0.981251         0.00000    
            19     184.389         201.275         93.1450         17.1938         249.018         0.00000         249.018        85     4    89     0.00000        0.339361         0.00000    
            20     318.588         182.282         96.7497         163.509         249.319        0.798077E-21     249.319        85     4    89     0.00000         0.00000         0.00000    
            21     116.354         76.5644         220.670         2.32286         1058.16        0.854083E-21     1058.16        85     4    89     0.00000        0.996861        0.345883    
            22     42.4572         17.0286         95.6197         93.7070         233.856         0.00000         233.856        85     4    89    0.588418E-14     0.00000        0.508411    
            23     267.868         323.640         297.323         33.2555         249.079         0.00000         249.079        85     4    89     0.00000        0.942210         0.00000    
            24     195.062         277.485         286.385         173.057         248.966         0.00000         248.966        85     4    89     0.00000        0.495710        0.293892    
            25     63.7171         236.923         179.568         247.528         233.856         0.00000         233.856        85     4    89    0.588418E-14    0.570381E-02     0.00000    
            26     201.333         154.946         40.1986         78.0106         248.944         0.00000         248.944        85     4    89     0.00000         0.00000        0.183563    
            27     316.921         99.1857         134.244         90.8209         234.940        0.164015E-20     234.940        85     4    89    0.421885E-14     0.00000         0.00000    
            28     43.1417         109.812         49.9498         358.450         855.204        0.550937E-20     855.204        85     4    89     0.00000         0.00000        0.389621    
            29     32.9300         2.50641         307.458         29.2709         233.856         0.00000         233.856        85     4    89    0.588418E-14     0.00000         0.00000    
            30     179.403         186.978         174.798         89.4833         249.047         0.00000         249.047        85     4    89     0.00000        0.326535         0.00000    
            31     129.581         28.5000         253.953         353.162         759.563        0.460159E-21     759.563        85     4    89     0.00000        0.665685        0.198533    
