 # generated with HiggsBounds version 4.1.3 on 25.09.2014 at 14:30
 # settings: LandH, part
 #
 # column abbreviations
 #   n          : line id of input
 #   Mh(i)      : Neutral Higgs boson masses in GeV
 #   Mhplus(i)  : Charged Higgs boson masses in GeV
 #   HBresult   : scenario allowed flag (1: allowed, 0: excluded, -1: unphysical)
 #   chan       : most sensitive channel (see below). chan=0 if no channel applies
 #   obsratio   : ratio [sig x BR]_model/[sig x BR]_limit (<1: allowed, >1: excluded)
 #   ncomb      : number of Higgs bosons combined in most sensitive channel
 #   additional : optional additional data stored in <prefix>additional.dat (e.g. tan beta)
 #
 # channel numbers used in this file
 #           4 : (e e)->(h1)Z->(tau tau)Z   (hep-ex/0602042, table 14c (LEP))
 #           7 : (e e)->(h1)Z->(...)Z   (hep-ex/0206022 (OPAL))
 #           8 : (e e)->(h2)Z->(...)Z   (hep-ex/0206022 (OPAL))
 #          15 : (e e)->(h3)Z->(gamma gamma)Z   (LHWG Note 2002-02)
 #          18 : (e e)->(h3)Z->(2 jets)Z   (LHWG (unpublished))
 #          89 : (ee)->(h2 h2)->(tau tau tau tau)   (hep-ex/0602042, table 19 (LEP))
 #          93 : (ee)->(h3 h3)->(tau tau tau tau)   (hep-ex/0602042, table 19 (LEP))
 #         121 : (ee)->(h1->tau tau)(h1->b b)   (hep-ex/0602042 (LEP))
 #         131 : (p p-bar)->Z(h2)->l l (b b-bar)   (CDF Note 10799)
 #         158 : (p p-bar)->W(h2)->l nu (b b-bar)   (CDF Note 10796)
 #         166 : (p p)->Vh1->V (invisible)   ([hep-ex] arXiv:1402.3244 (ATLAS))
 #         192 : (p p-bar)->h3->W W   (CDF Note 10599)
 #         270 : (p p)->h3/ggF h->Z Z-> l l l l (ATLAS-CONF-2013-013)
 #         374 : (p p)->h2->tau tau (CMS-PAS-HIG-12-050)
 #         420 : (p p)->h3+...->gamma gamma+... where h3 is SM-like (ATLAS-CONF-2012-168)
 #         421 : (p p)->h1/VBF/Wh1/Zh1/tth1->gamma gamma  ([hep-ex] arXiv:1407.6583)
 #         422 : (p p)->h2/VBF/Wh2/Zh2/tth2->gamma gamma  ([hep-ex] arXiv:1407.6583)
 #         423 : (p p)->h3/VBF/Wh3/Zh3/tth3->gamma gamma  ([hep-ex] arXiv:1407.6583)
 #         452 : (p p-bar)->h2->Z gamma   ([hep-ex] arXiv:0806.0611 (D0))
 #         516 :(pp)->h1->tautau, using -2ln(L) reconstruction  ([hep-ex] arXiv:1408.3316 (CMS))
 #         517 :(pp)->h3->tautau, using -2ln(L) reconstruction  ([hep-ex] arXiv:1408.3316 (CMS))
 #         518 :(pp)->h1->tautau, using -2ln(L) reconstruction  ([hep-ex] arXiv:1408.3316 (CMS))
 # (for full list of processes, see Key.dat)
 #
 #cols:  n           Mh(1)           Mh(2)           Mh(3)       Mhplus(1)  HBresult  chan    obsratio     ncomb   additional(1)   additional(2)
 #
             1     359.121         159.618         337.305         71.6423         0   423     530345.         1     0.00000        0.592460    
             2     83.8032         49.2839         220.782         357.500         0   423    0.165707E+07     1     0.00000         0.00000    
             3     85.8826         249.094         179.329         238.330         0   374     251052.         1     0.00000         0.00000    
             4     127.520         164.372         55.4257         322.887         0    15     15141.7         1     0.00000        0.294416E-01
             5     70.6587         359.723         130.202         6.50796         0     7     154123.         1     0.00000         0.00000    
             6     169.400         70.6569         323.343         41.3798         0   166     4446.82         1    0.333513        0.802317    
             7     38.1288         47.7534         112.361         273.425         0    18     7589.68         1     0.00000        0.670977    
             8     137.482         89.2260         191.735         26.2198         0   423     197625.         1    0.678461E-01     0.00000    
             9     57.2973         277.236         120.915         345.145         0   518     1365.17         1    0.419713         0.00000    
            10     269.812         185.721         161.594         234.695         0   517     26243.4         2    0.258086        0.322748    
            11     29.5216         264.171         200.460         337.761         0   423     350544.         1     0.00000        0.528913    
            12     282.543         48.0135         273.487         137.955         0   421     301950.         1     0.00000         0.00000    
            13     321.618         57.8368         108.141         58.0303         0   423    0.495151E+07     1    0.579861        0.210765    
            14     25.3174         86.0196         215.979         50.9341         0   423     205566.         1    0.490045        0.671123    
            15     182.003         168.197         239.773         353.488         0   516     2654.87         2    0.257430        0.241756    
            16     172.629         170.290         331.271         213.331         0   421     102654.         1    0.256373        0.134367    
            17     43.1592         7.10876         334.029         136.449         0   518     272195.         1    0.412981         0.00000    
            18     260.351         241.117         52.8639         236.306         0   517     140834.         2    0.981251         0.00000    
            19     184.389         201.275         93.1450         17.1938         0   422     248082.         1    0.339361         0.00000    
            20     318.588         182.282         96.7497         163.509         0   421     18750.2         1     0.00000         0.00000    
            21     116.354         76.5644         220.670         2.32286         0   270     138232.         1    0.996861        0.345883    
            22     42.4572         17.0286         95.6197         93.7070         0     7     81126.2         1     0.00000        0.508411    
            23     267.868         323.640         297.323         33.2555         0   121     98855.5         1    0.942210         0.00000    
            24     195.062         277.485         286.385         173.057         0   518     547026.         1    0.495710        0.293892    
            25     63.7171         236.923         179.568         247.528         0   158     2339.05         1    0.570381E-02     0.00000    
            26     201.333         154.946         40.1986         78.0106         0   516     54368.3         1     0.00000        0.183563    
            27     316.921         99.1857         134.244         90.8209         0   516     500607.         1     0.00000         0.00000    
            28     43.1417         109.812         49.9498         358.450         0   131     124.850         1     0.00000        0.389621    
            29     32.9300         2.50641         307.458         29.2709         0     7     194769.         1     0.00000         0.00000    
            30     179.403         186.978         174.798         89.4833         0   423     6939.21         1    0.326535         0.00000    
            31     129.581         28.5000         253.953         353.162         0   420     307158.         1    0.665685        0.198533    
            32     209.172         99.8650         35.5228         337.892         0   517     5773.32         1    0.443801         0.00000    
            33     28.7356         264.683         166.743         258.544         0   517     83830.2         1     0.00000        0.785404E-01
            34     173.633         330.726         107.045         225.501         0   192     11061.4         1    0.324846         0.00000    
