         1          2.00000000          2.00000000          0.00000000          0.00000000
         2          2.00000000          2.00000000          0.00000000          0.00000000
         3          2.00000000          2.00000000          0.00000000          0.00000000
         4          2.00000000          2.00000000          0.00000000          0.00000000
         5          2.00000000          2.00000000          0.00000000          0.00000000
         6          2.00000000          2.00000000          0.00000000          0.00000000
         7          2.00000000          2.00000000          0.00000000          0.00000000
         8          2.00000000          2.00000000          0.00000000          0.00000000
         9          2.00000000          2.00000000          0.00000000          0.00000000
        10          2.00000000          2.00000000          0.00000000          0.00000000
        11          2.00000000          2.00000000          0.00000000          0.00000000
        12          2.00000000          2.00000000          0.00000000          0.00000000
        13          2.00000000          2.00000000          0.00000000          0.00000000
        14          2.00000000          2.00000000          0.00000000          0.00000000
        15          2.00000000          2.00000000          0.00000000          0.00000000
        16          2.00000000          2.00000000          0.00000000          0.00000000
        17          2.00000000          2.00000000          0.00000000          0.00000000
        18          2.00000000          2.00000000          0.00000000          0.00000000
        19          2.00000000          2.00000000          0.00000000          0.00000000
        20          2.00000000          2.00000000          0.00000000          0.00000000
        21          2.00000000          2.00000000          0.00000000          0.00000000
        22          2.00000000          2.00000000          0.00000000          0.00000000
        23          2.00000000          2.00000000          0.00000000          0.00000000
        24          2.00000000          2.00000000          0.00000000          0.00000000
        25          2.00000000          2.00000000          0.00000000          0.00000000
        26          2.00000000          2.00000000          0.00000000          0.00000000
        27          2.00000000          2.00000000          0.00000000          0.00000000
        28          2.00000000          2.00000000          0.00000000          0.00000000
        29          2.00000000          2.00000000          0.00000000          0.00000000
        30          2.00000000          2.00000000          0.00000000          0.00000000
        31          2.00000000          2.00000000          0.00000000          0.00000000
        32          2.00000000          2.00000000          0.00000000          0.00000000
        33          2.00000000          2.00000000          0.00000000          0.00000000
        34          2.00000000          2.00000000          0.00000000          0.00000000
        35          2.00000000          2.00000000          0.00000000          0.00000000
        36          2.00000000          2.00000000          0.00000000          0.00000000
        37          2.00000000          2.00000000          0.00000000          0.00000000
        38          2.00000000          2.00000000          0.00000000          0.00000000
        39          2.00000000          2.00000000          0.00000000          0.00000000
        40          2.00000000          2.00000000          0.00000000          0.00000000
        41          2.00000000          2.00000000          0.00000000          0.00000000
