         1          0.87791844          0.12208156
         2          0.92822465          0.07177535
         3          0.95269966          0.04730034
         4          0.96624046          0.03375954
         5          0.97441039          0.02558961
         6          0.97964037          0.02035963
         7          0.98312344          0.01687656
         8          0.98549921          0.01450079
         9          0.98713513          0.01286487
        10          0.98825440          0.01174560
        11          0.98899896          0.01100104
        12          0.98946264          0.01053736
        13          0.98970954          0.01029046
        14          0.98978472          0.01021528
        15          0.98972069          0.01027931
        16          0.98954143          0.01045857
        17          0.98926500          0.01073500
        18          0.98890529          0.01109471
        19          0.98847314          0.01152686
        20          0.98797728          0.01202272
        21          0.98742446          0.01257554
        22          0.98682040          0.01317960
        23          0.98616986          0.01383014
        24          0.98547686          0.01452314
        25          0.98474482          0.01525518
        26          0.98397670          0.01602330
        27          0.98317511          0.01682489
        28          0.98234232          0.01765768
        29          0.90223211          0.09776789
        30          0.94330536          0.05669464
        31          0.96286922          0.03713078
        32          0.97357590          0.02642410
        33          0.97999603          0.02000397
        34          0.98409035          0.01590965
        35          0.98681055          0.01318945
        36          0.98866315          0.01133685
        37          0.98993769          0.01006231
        38          0.99080943          0.00919057
        39          0.99138953          0.00861047
        40          0.99175132          0.00824868
        41          0.99194480          0.00805520
        42          0.99200512          0.00799488
        43          0.99195758          0.00804242
        44          0.99182083          0.00817917
        45          0.99160895          0.00839105
        46          0.99133270          0.00866730
        47          0.99100056          0.00899944
        48          0.99061929          0.00938071
        49          0.99019407          0.00980593
        50          0.98972942          0.01027058
        51          0.98922905          0.01077095
        52          0.98869608          0.01130392
        53          0.98813317          0.01186683
        54          0.98754264          0.01245736
        55          0.98692652          0.01307348
        56          0.98628660          0.01371340
        57          0.92686310          0.07313690
        58          0.95822583          0.04177417
        59          0.97281759          0.02718241
        60          0.98071003          0.01928997
        61          0.98541086          0.01458914
        62          0.98839654          0.01160346
        63          0.99037511          0.00962489
        64          0.99172050          0.00827950
        65          0.99264531          0.00735469
        66          0.99327776          0.00672224
        67          0.99369894          0.00630106
        68          0.99396222          0.00603778
        69          0.99410395          0.00589605
        70          0.99414964          0.00585036
        71          0.99411765          0.00588235
        72          0.99402150          0.00597850
        73          0.99387140          0.00612860
        74          0.99367516          0.00632484
        75          0.99343898          0.00656102
        76          0.99316757          0.00683243
        77          0.99286486          0.00713514
        78          0.99253411          0.00746589
        79          0.99217800          0.00782200
        80          0.99179882          0.00820118
        81          0.99139851          0.00860149
        82          0.99097877          0.00902123
        83          0.99054108          0.00945892
